customer_id,customer_name,email,phone,address,city,country,registration_date,customer_segment,lifetime_value,age,gender,created_at
CUST_00003108,Christopher Cole,ile@example.org,797.534.0119x05381,"4 Nguyễn Khu
Quận JaneQuận, 408572",Doyleton,Vietnam,2025-01-20,Occasional,492.44,26,Male,2025-09-17 15:09:34.894209
CUST_00003109,Jerry Brown,lejohn@example.com,(288)684-4447,"199 Hoàng Hẻm
JohnQuận, 218662",JaneThị xã,Singapore,2025-08-20,New,3330.98,28,Female,2025-09-17 15:09:34.894417
CUST_00003110,Judy Fox,nancywright@example.net,683-540-7808,"38268 Robles Way Suite 535
Lake David, FM 64767",Thành phố JohnThị xã,Singapore,2023-09-27,New,1373.95,33,Female,2025-09-17 15:09:34.894836
CUST_00003111,Phương Thế Vũ,laurareed@example.net,00 0195318,"012 Christopher River
Fordchester, FM 56269",Joshuaport,Korea,2023-11-13,VIP,4271.64,50,Female,2025-09-17 15:09:34.895229
CUST_00003112,Richard Rivas,kelsey32@example.net,(08) 9283 7175,"JohnThị xã
26 Jane Làng, 143976",Quận JohnQuận,Korea,2024-09-05,New,1554.92,39,Other,2025-09-17 15:09:34.895472
CUST_00003113,Kerry Robbins,jessica65@example.net,001-507-220-5687x35161,"07177 Pedro Cliffs
Hallland, NC 72981",Thành phố JohnXã,USA,2024-07-13,Regular,1749.5,41,Female,2025-09-17 15:09:34.895833
CUST_00003114,Châu Vũ,mnguyen@example.org,+84-62-428880,"249 Romero Coves Apt. 589
Henryside, GU 80379",North Kellychester,Vietnam,2024-04-10,New,1677.61,31,Female,2025-09-17 15:09:34.896107
CUST_00003115,Nhật Tấn Hoàng,scott84@example.org,987-895-9784,"8071 Alicia Harbor Apt. 470
West Devin, AR 69685",East Janiceport,Vietnam,2024-05-07,Occasional,1183.6,21,Female,2025-09-17 15:09:34.896402
CUST_00003116,Jeffrey Hoffman,powersstacey@example.net,+84-40-154 1957,"14 John Hẻm
JohnThành phố, 243897",Thành phố JaneThành phố,Singapore,2024-11-30,VIP,3309.61,20,Male,2025-09-17 15:09:34.896765
CUST_00003117,Chi Lê,johnstone@example.net,924-692-6090,"496 Sanchez Pike
Port Tonya, DE 25652",South Michelleville,USA,2023-11-24,Occasional,3505.17,64,Other,2025-09-17 15:09:34.897173
CUST_00003118,Diana Berry,whiteaaron@example.net,00 0689 2952,"Unit 9334 Box 4545
DPO AP 38393",Huyện JaneThành phố,Korea,2024-01-02,New,2753.21,36,Female,2025-09-17 15:09:34.897475
CUST_00003119,Christina Jimenez,richardwatson@example.net,996.719.9179,"90 John Số
JaneThị xã, 170211",Shortmouth,USA,2024-07-23,Regular,2619.47,40,Male,2025-09-17 15:09:34.897961
CUST_00003120,Craig Price,lowemegan@example.com,(682)508-8200x9887,"8 John Ngõ
Huyện JohnXã, 999320",Thị xã JohnThành phố,Singapore,2023-11-18,New,3781.82,50,Male,2025-09-17 15:09:34.898297
CUST_00003121,Erica Wong,katelyndavis@example.com,+1-434-772-7667x43575,"106 Karen Corners Suite 039
Port Ronaldside, NH 16359",Quận JohnQuận,Singapore,2025-09-16,Regular,2987.16,39,Other,2025-09-17 15:09:34.898748
CUST_00003122,Quang Đặng,jane41@example.com,06 4917946,"PSC 8861, Box 7911
APO AA 45306",West Pedroview,Vietnam,2025-02-04,New,1165.18,50,Male,2025-09-17 15:09:34.898928
CUST_00003123,Lindsey Smith,ericriley@example.org,08 3942884,"7 Đặng Khu
JohnXã, 542864",Thành phố JohnThành phố,Japan,2024-05-31,VIP,3818.46,25,Female,2025-09-17 15:09:34.899277
CUST_00003124,Hồng Trần,obriendarrell@example.org,(05)366-1096,"009 Thomas Circles Suite 424
Coreyshire, GA 61795",New Autumn,Japan,2024-08-18,Regular,3014.46,59,Female,2025-09-17 15:09:34.899693
CUST_00003125,Chị Lâm Vũ,john79@example.com,(08) 3049 4134,"73584 Cynthia Mall Suite 166
North Amyside, OK 28158",North Sandra,USA,2024-07-12,VIP,4873.84,56,Female,2025-09-17 15:09:34.899948
CUST_00003126,Chị Lâm Dương,mercadocharles@example.org,304.311.1450,"76 Jane Số
Thành phố JaneXã, 463931",JanePhường,Korea,2024-04-11,Occasional,1790.9,18,Female,2025-09-17 15:09:34.900171
CUST_00003127,Bác Anh Phạm,sullivanchristopher@example.com,+84 65 3580939,"5 Lê Khu
Thị xã JohnThành phố, 443458",Melindaborough,Vietnam,2024-11-19,Occasional,1330.21,20,Female,2025-09-17 15:09:34.900428
CUST_00003128,Bác Trọng Mai,erin01@example.net,001-744-348-5417,"058 Phạm Đường
Quận JaneThành phố, 948850",Justinshire,Korea,2024-08-29,New,3322.48,36,Male,2025-09-17 15:09:34.900628
CUST_00003129,Samantha Green,danielmelton@example.org,+84-72-760680,"534 Daisy Square
Lake Cory, AL 26305",Rhondafurt,Vietnam,2025-07-07,New,4975.87,67,Female,2025-09-17 15:09:34.901072
CUST_00003130,Brandon Ochoa,scottrussell@example.com,+84-07-497112,"185 Sims Oval Apt. 335
Jenningsbury, OH 55661",Huyện JohnHuyện,Singapore,2023-11-10,Regular,1900.88,63,Female,2025-09-17 15:09:34.901488
CUST_00003131,Christopher Coleman,markaustin@example.net,09 5908 4037,"053 Nguyễn Ngõ
Quận JaneThành phố, 771342",Elizabethmouth,USA,2024-10-30,Occasional,3042.9,35,Other,2025-09-17 15:09:34.901855
CUST_00003132,Bà Linh Đặng,hollandpamela@example.org,+84-74-611 7684,"72 John Khu
Thị xã JaneQuận, 952671",Port Justinburgh,USA,2025-09-08,Occasional,782.25,41,Male,2025-09-17 15:09:34.902111
CUST_00003133,Steven Delgado,blake14@example.net,+84-22-343303,"34751 Jamie Fords Suite 262
West Jill, PA 36755",Quận JaneQuận,Korea,2023-12-13,Regular,2045.49,66,Other,2025-09-17 15:09:34.902463
CUST_00003134,Dustin Camacho,katelynmalone@example.org,(04) 3177 6357,"489 Thomas Hills Suite 309
New Daniel, NM 00688",Thành phố JohnThị xã,Japan,2024-06-16,Regular,1446.18,68,Female,2025-09-17 15:09:34.902859
CUST_00003135,Quang Bùi,jane12@example.org,07 3348343,"Unit 7852 Box 7432
DPO AE 68252",Osbornehaven,Vietnam,2023-12-15,Occasional,3139.14,45,Female,2025-09-17 15:09:34.903034
CUST_00003136,Bác Huy Vũ,tinajuarez@example.com,+84 10 0926539,"7193 Anderson Courts
Parrishview, RI 23764",Valdezville,Vietnam,2023-12-01,Occasional,4896.56,28,Female,2025-09-17 15:09:34.903442
CUST_00003137,Trọng Bùi,cle@example.com,+84 99 5152731,"14 Jane Số
Quận JaneQuận, 863919",JohnPhường,Vietnam,2024-01-26,Occasional,4728.08,18,Other,2025-09-17 15:09:34.903579
CUST_00003138,Paul Torres,jtran@example.com,(07) 5342 4065,"85 Jane Khu
Huyện JaneThị xã, 903289",Griffinview,Korea,2024-01-03,Occasional,2606.22,38,Female,2025-09-17 15:09:34.903840
CUST_00003139,Kenneth Wheeler,meganrodriguez@example.net,+84 11 5385277,"003 Dương Hẻm
Thị xã JaneQuận, 690237",Wilsonbury,Japan,2025-02-10,Occasional,437.79,50,Female,2025-09-17 15:09:34.904273
CUST_00003140,Jeffrey Hughes,jane68@example.com,+84-70-755 2720,"5195 Donna Turnpike Suite 655
Susanbury, WI 96107",Vargasport,USA,2025-02-03,VIP,4693.26,67,Male,2025-09-17 15:09:34.904685
CUST_00003141,Hoàng Lê,kcox@example.net,+84 47 5429392,"64921 Lisa Glen
Port Jennifer, OR 71825",JohnThị xã,Singapore,2024-12-21,New,3228.03,35,Female,2025-09-17 15:09:34.905013
CUST_00003142,Quang Xuân Bùi,fmai@example.org,+84 76 1507179,"122 Hoàng Làng
JohnPhường, 231088",Campbellside,Japan,2024-01-28,VIP,4540.55,24,Other,2025-09-17 15:09:34.905222
CUST_00003143,Lâm Đức Hoàng,jane67@example.net,07 5457636,"1 Jane Tổ
Thành phố JaneThị xã, 562925",Salinasshire,Singapore,2025-03-14,Regular,3565.77,69,Other,2025-09-17 15:09:34.905426
CUST_00003144,Tùng Dương,buijohn@example.net,+84-93-697537,"47876 Tracy Glen Apt. 848
Smithshire, HI 99741",North Davidmouth,Singapore,2024-09-09,Occasional,1707.21,19,Other,2025-09-17 15:09:34.905769
CUST_00003145,Erica Rowe,phamjohn@example.net,+1-490-585-3825x190,"150 John Hẻm
Thị xã JaneXã, 713217",JohnQuận,Vietnam,2023-11-04,Occasional,3474.39,68,Male,2025-09-17 15:09:34.906012
CUST_00003146,Bác Châu Phạm,jane56@example.com,(04) 7166 4773,"67923 Fleming Extension Suite 011
Pachecochester, IN 64685",South Amanda,USA,2024-07-10,Regular,2604.81,51,Other,2025-09-17 15:09:34.906320
CUST_00003147,Travis Brown,phamjane@example.net,09 7521034,"7 Mai Hẻm
JohnPhường, 731220",JohnPhường,Vietnam,2023-12-20,Regular,821.54,25,Other,2025-09-17 15:09:34.906543
CUST_00003148,Ngọc Mai,ppham@example.org,(449)934-7746x645,"93303 James Plaza Suite 527
Craigtown, NJ 45364",Huyện JaneThị xã,Singapore,2025-05-03,VIP,3189.64,27,Male,2025-09-17 15:09:34.906773
CUST_00003149,Quang Tấn Hoàng,john40@example.net,(00)131-7057,"147 John Đường
JohnQuận, 666131",JaneQuận,Korea,2024-03-01,Occasional,1489.69,64,Male,2025-09-17 15:09:34.906897
CUST_00003150,Hector Bates,walshjeffrey@example.com,07 3354 7550,"67726 Graves Isle
Patelton, NM 82727",Port Lynnbury,Korea,2025-01-30,New,3749.74,48,Female,2025-09-17 15:09:34.907399
CUST_00003151,Lan Mai,john50@example.net,+84 67 7009176,"5892 Cindy Place
North Alexandra, NV 50742",JaneQuận,Vietnam,2023-12-27,Regular,236.33,40,Male,2025-09-17 15:09:34.907643
CUST_00003152,Hà Đặng,warrenhaley@example.com,851-890-4474x8783,"4 Hoàng Hẻm
JaneThành phố, 982860",Thành phố JaneThị xã,Korea,2025-07-29,VIP,4679.4,34,Other,2025-09-17 15:09:34.907898
CUST_00003153,Morgan Hanson,fle@example.org,280.441.2302x22299,"23742 Daniel Gardens
North Michelleland, IA 28348",Huyện JohnThị xã,Vietnam,2024-11-28,VIP,1889.49,35,Female,2025-09-17 15:09:34.908220
CUST_00003154,Kelly Flores,michael53@example.com,(07) 9462 4556,"1 Jane Làng
Huyện JaneXã, 484737",JohnQuận,Singapore,2024-02-04,Occasional,4082.6,70,Other,2025-09-17 15:09:34.908486
CUST_00003155,Hải Vũ,johndang@example.net,+1-740-320-8767x34517,"PSC 6262, Box 1405
APO AP 89889",JanePhường,Korea,2025-01-03,Occasional,3338.47,33,Other,2025-09-17 15:09:34.908658
CUST_00003156,Cynthia Allen,dana85@example.com,(06)258-0682,"654 Mary Trail Apt. 183
Brownmouth, OK 35035",Quận JohnPhường,Vietnam,2024-03-26,New,2032.16,54,Other,2025-09-17 15:09:34.909075
CUST_00003157,Cô Hạnh Bùi,john39@example.com,001-222-488-3175x004,"984 John Khu
JohnPhường, 256461",Brookehaven,Korea,2025-06-05,Regular,3069.13,43,Other,2025-09-17 15:09:34.909257
CUST_00003158,Samantha Thomas,janepham@example.com,+84-63-276 3673,"815 Dustin Fields Suite 107
Richardborough, CT 04829",Johnland,Singapore,2025-07-12,VIP,3638.4,25,Other,2025-09-17 15:09:34.909659
CUST_00003159,Thành Thị Vũ,berrytony@example.org,+84-28-365855,"03056 Walker Knolls Suite 181
New Michaelland, MD 99896",Johnsonfurt,Vietnam,2025-05-08,Occasional,4725.7,49,Female,2025-09-17 15:09:34.910083
CUST_00003160,Mai Trần,dangjane@example.net,+84-92-009866,"429 Dương Số
JohnHuyện, 786899",West Daniellefurt,Japan,2023-12-03,VIP,2639.95,38,Female,2025-09-17 15:09:34.910257
CUST_00003161,Lâm Đặng,wvu@example.com,991.344.8218,"475 Jane Dãy
Thị xã JaneThành phố, 352629",Andrewfurt,Korea,2023-11-23,New,3696.79,34,Other,2025-09-17 15:09:34.910428
CUST_00003162,Bradley Brennan,pricemartin@example.org,395.836.8810x5911,"22 John Số
Huyện JaneHuyện, 321208",West Richard,Japan,2025-07-01,Occasional,1169.11,70,Other,2025-09-17 15:09:34.910800
CUST_00003163,Alexander Valdez,rjones@example.org,09 6404 2755,"791 Dương Số
JohnThành phố, 865062",Port Adamport,Singapore,2025-06-01,VIP,1943.41,51,Other,2025-09-17 15:09:34.911130
CUST_00003164,Tùng Dương,lejohn@example.net,+84 04 1161793,"3 Mai Làng
Quận JaneThị xã, 441890",Lake Scott,Singapore,2024-09-04,Regular,4151.68,30,Male,2025-09-17 15:09:34.911305
CUST_00003165,Jose Peterson,sotobrandon@example.net,485-488-9439,"056 Phạm Làng
JohnPhường, 360573",JaneXã,Vietnam,2024-05-14,New,2728.03,67,Female,2025-09-17 15:09:34.911669
CUST_00003166,Bác Minh Đặng,janele@example.com,+84-43-087 7966,"807 Jessica Forks Suite 998
New Kathrynchester, MS 81487",Thành phố JohnQuận,Vietnam,2024-12-30,Occasional,1747.59,60,Female,2025-09-17 15:09:34.911917
CUST_00003167,Ms. Jennifer Summers,lrichardson@example.org,00 4513877,"78 Hoàng Hẻm
JohnQuận, 273046",Quận JohnPhường,Vietnam,2024-04-27,New,4992.81,20,Other,2025-09-17 15:09:34.912210
CUST_00003168,Quý ông Dũng Dương,janehoang@example.com,(01) 7710 7383,"56 Jane Hẻm
JaneHuyện, 388673",North Phillip,Japan,2024-01-21,New,1151.41,44,Female,2025-09-17 15:09:34.912382
CUST_00003169,Amanda Holland,karlrivera@example.com,+1-990-932-7234x9143,"43 Jane Dãy
JaneXã, 620198",Williamfort,USA,2023-12-07,VIP,1754.47,30,Female,2025-09-17 15:09:34.912749
CUST_00003170,Jonathan Scott,morriscaitlin@example.net,3096397341,"559 Jane Đường
Huyện JaneThị xã, 173435",Thị xã JohnQuận,Singapore,2024-12-19,Regular,1066.5,30,Male,2025-09-17 15:09:34.913112
CUST_00003171,Morgan Hall,dangjohn@example.com,(01)615-4939,"79781 Andrew Vista
Richardsonport, CA 31909",Mooreburgh,USA,2025-07-24,Occasional,2366.17,29,Other,2025-09-17 15:09:34.913624
CUST_00003172,Lisa Rodriguez DVM,lindsey69@example.com,001-407-299-1879,"07738 Rickey Drive Suite 451
Port Stacy, AZ 45615",New Brittanymouth,Vietnam,2025-09-04,VIP,966.39,62,Female,2025-09-17 15:09:34.914076
CUST_00003173,Bryan Smith,buijane@example.com,(00)456-1549,"29 Nguyễn Đường
Quận JaneQuận, 925240",Ashleyside,USA,2025-01-28,Occasional,4982.47,49,Male,2025-09-17 15:09:34.914361
CUST_00003174,Jeffrey Ibarra,john50@example.com,(04) 6398 6723,"1 Jane Đường
JaneQuận, 450110",JohnThành phố,USA,2025-03-19,Occasional,2607.0,54,Other,2025-09-17 15:09:34.914577
CUST_00003175,Cô Phương Dương,janemai@example.net,(06) 9869 4298,"1 John Làng
Huyện JohnPhường, 843588",Quận JaneThị xã,USA,2024-08-04,Occasional,2091.97,35,Male,2025-09-17 15:09:34.914711
CUST_00003176,Anthony Logan,utran@example.org,328.564.1137,"794 Mary Forge
Andrewsstad, CO 98530",West Michael,USA,2023-09-28,VIP,1280.88,58,Female,2025-09-17 15:09:34.915087
CUST_00003177,Theresa Johnson,johnmai@example.com,+84-07-503 7432,"558 Nathan Lodge
Port Tylerville, IL 87705",West Ryan,Singapore,2024-04-05,New,1569.87,50,Female,2025-09-17 15:09:34.915477
CUST_00003178,Stephen Dixon,buijane@example.net,511.443.3719x727,"89247 Mark Parkway
Tommyville, NY 42508",Loganhaven,Singapore,2023-10-04,Regular,1956.01,45,Other,2025-09-17 15:09:34.915831
CUST_00003179,Bác Hoàng Đặng,jane70@example.com,840-206-6668,"31628 Neal Center
Gordontown, IA 92085",Shaneside,Singapore,2024-05-04,VIP,1073.93,41,Female,2025-09-17 15:09:34.916134
CUST_00003180,Mai Bùi,katrina56@example.org,(829)834-8006,"4 Jane Khu
JohnXã, 432014",Port Edwardburgh,Korea,2024-06-22,Occasional,1145.06,26,Male,2025-09-17 15:09:34.916345
CUST_00003181,Thành Trí Nguyễn,jane53@example.net,04 0551 6738,"PSC 8171, Box 5785
APO AP 64850",Thành phố JohnThị xã,USA,2023-09-27,Occasional,2348.25,54,Male,2025-09-17 15:09:34.916462
CUST_00003182,Shane Jones,emai@example.com,(03) 4675 3636,"211 Alicia Viaduct
New Wandafurt, MP 31027",Quận JaneHuyện,USA,2025-08-07,Occasional,1117.42,38,Female,2025-09-17 15:09:34.916774
CUST_00003183,Rachael Carr,qdavis@example.net,+84 90 0206718,"4820 Petersen Underpass Suite 555
Juanton, VA 71685",Thành phố JohnThị xã,Korea,2025-03-18,New,655.14,38,Female,2025-09-17 15:09:34.917216
CUST_00003184,Charles Andrews,zestrada@example.org,+1-502-636-9996,"3 Lê Hẻm
JaneThành phố, 106388",South Jenniferville,USA,2024-04-18,Regular,3006.89,29,Male,2025-09-17 15:09:34.917534
CUST_00003185,Hà Đặng,lmarshall@example.net,+84-37-890811,"Unit 6804 Box 0287
DPO AA 97375",Quận JohnXã,Vietnam,2025-07-11,Occasional,2083.04,18,Female,2025-09-17 15:09:34.917695
CUST_00003186,Hà Nguyễn,stephaniemitchell@example.net,+1-562-684-6828,"7 Phạm Tổ
JanePhường, 647402",JohnHuyện,Japan,2024-09-04,New,3674.61,18,Female,2025-09-17 15:09:34.917907
CUST_00003187,Olivia Torres MD,buijohn@example.com,+84 49 8527219,"15907 Jessica Estate Apt. 413
West Sandraview, NE 32616",Holderchester,Vietnam,2024-10-15,New,3331.11,41,Male,2025-09-17 15:09:34.918256
CUST_00003188,Anh Tấn Dương,jane47@example.org,06 6934806,"626 Spears Greens Suite 508
Mooreborough, TX 23260",Huyện JohnHuyện,Singapore,2024-12-18,New,2166.48,51,Other,2025-09-17 15:09:34.918504
CUST_00003189,Glenda Johnson,buijane@example.org,(09)351-4434,"002 Jane Khu
Thị xã JohnHuyện, 163362",Evansmouth,Japan,2025-04-18,VIP,1595.46,54,Male,2025-09-17 15:09:34.918781
CUST_00003190,Lan Mai,brownjoshua@example.org,338.244.3377x88831,"JohnQuận
003 Dương Khu, 189999",Patrickchester,Vietnam,2023-12-06,VIP,3881.36,57,Other,2025-09-17 15:09:34.919080
CUST_00003191,John Petersen,chughes@example.org,03 1997048,"5079 Patrick Lodge Suite 864
Lake Susan, PA 07814",Merrittfurt,Vietnam,2024-05-02,VIP,151.73,49,Other,2025-09-17 15:09:34.919499
CUST_00003192,David Miles,christophermiller@example.org,399.792.7911,"Quận JohnThành phố
71 Vũ Hẻm, 430182",JohnThị xã,Singapore,2024-02-06,VIP,3556.75,70,Other,2025-09-17 15:09:34.920195
CUST_00003193,Anh Thị Dương,jane37@example.net,00 3409 6117,"18549 Kenneth Crest Suite 022
Simsstad, TX 24930",Huyện JohnPhường,Singapore,2024-06-23,Occasional,2668.34,28,Male,2025-09-17 15:09:34.920466
CUST_00003194,Hải Vũ,duongjohn@example.org,470.362.7933x3383,"61 Nguyễn Đường
Huyện JohnThị xã, 957206",Katelynberg,Korea,2025-08-07,Regular,3195.8,45,Female,2025-09-17 15:09:34.920645
CUST_00003195,Traci Fernandez,ddang@example.org,(01)094-9057,"81 John Đường
JohnXã, 639826",JohnThành phố,Japan,2024-02-06,VIP,479.7,39,Female,2025-09-17 15:09:34.920867
CUST_00003196,Sheena Espinoza MD,eric99@example.com,(09)812-0356,"023 John Khu
Huyện JaneThị xã, 238407",Lake Phillip,Japan,2024-07-25,Occasional,2191.97,65,Female,2025-09-17 15:09:34.921175
CUST_00003197,Hạnh Hải Nguyễn,john08@example.com,(07)493-8284,"433 Jane Hẻm
JohnQuận, 233171",JohnQuận,Singapore,2025-01-16,Occasional,3798.21,29,Female,2025-09-17 15:09:34.921301
CUST_00003198,Kari Morales,johnmai@example.org,(04)457-2598,"218 Austin Bridge Suite 716
North Lukeborough, OH 61675",Port Jodyton,Singapore,2024-08-11,New,1447.53,18,Female,2025-09-17 15:09:34.921710
CUST_00003199,Nathan Myers,janehoang@example.org,+84-58-292732,"41 Vũ Số
Thị xã JohnXã, 479156",Rogersmouth,Korea,2025-06-25,VIP,2157.18,28,Male,2025-09-17 15:09:34.922004
CUST_00003200,Anh Thị Đặng,waynekey@example.com,001-464-653-5514,"009 Hoàng Tổ
Thành phố JanePhường, 912299",JaneHuyện,Singapore,2024-05-07,VIP,155.76,57,Male,2025-09-17 15:09:34.922250
CUST_00003201,Heather Shields,janet50@example.net,+1-464-643-0381x6212,"60 Đặng Đường
JohnQuận, 990483",Thành phố JohnXã,Korea,2025-01-15,Regular,2768.43,70,Female,2025-09-17 15:09:34.922517
CUST_00003202,Kim Đức Bùi,dsteele@example.com,+84-12-335643,"1 Phạm Khu
Thành phố JohnThành phố, 254423",Quận JaneXã,Singapore,2024-10-17,Occasional,1192.36,58,Other,2025-09-17 15:09:34.922744
CUST_00003203,Bác Châu Phạm,dangjane@example.org,+1-260-512-2171x149,"600 Steven Glens
Danielbury, OK 24941",Quận JaneXã,Japan,2024-12-24,VIP,2568.27,39,Female,2025-09-17 15:09:34.922974
CUST_00003204,George Liu,phamjohn@example.net,+1-291-534-5993x6350,"533 Jane Tổ
JohnQuận, 712604",Thomaston,Japan,2024-03-19,Regular,2320.38,62,Male,2025-09-17 15:09:34.923237
CUST_00003205,Quý ông Trọng Trần,tranjohn@example.org,(423)650-9354,"9 John Tổ
JaneXã, 892798",JaneQuận,USA,2024-02-10,New,100.25,63,Other,2025-09-17 15:09:34.923365
CUST_00003206,Vũ Hoàng,bryan93@example.com,(05)729-1663,"4776 Richards Forest
Hannahland, OR 80987",Quận JanePhường,USA,2024-09-15,New,2630.48,58,Other,2025-09-17 15:09:34.923674
CUST_00003207,Phúc Trần,stephaniejacobs@example.com,471-340-5219x852,"04 John Số
JaneHuyện, 207348",Kristinabury,Japan,2023-12-01,New,2646.7,21,Female,2025-09-17 15:09:34.923975
CUST_00003208,Lan Hoàng,jane54@example.org,4597861759,"37090 Gilmore Parkway Apt. 151
Leeshire, MS 13162",JaneHuyện,Vietnam,2024-08-21,Regular,3928.52,53,Male,2025-09-17 15:09:34.924244
CUST_00003209,Chi Vũ,znguyen@example.org,253.242.2516x828,"003 Kristen Point
North Anthonyborough, NC 40924",Thomasstad,Japan,2025-07-18,New,1569.48,57,Male,2025-09-17 15:09:34.924513
CUST_00003210,Zachary Hubbard,kathy28@example.com,08 8485 4955,"USNV Galloway
FPO AP 87756",Huyện JohnQuận,Vietnam,2025-09-12,New,4652.54,57,Female,2025-09-17 15:09:34.924814
CUST_00003211,Dương Bùi,john09@example.org,07 4116 9554,"95272 Christian Gateway
Sanderschester, MD 64391",JohnPhường,Japan,2025-01-13,Occasional,439.86,29,Other,2025-09-17 15:09:34.925047
CUST_00003212,Hưng Quang Vũ,maijohn@example.net,+84-67-773293,"054 John Tổ
JohnPhường, 971253",New Carolmouth,Korea,2025-09-03,VIP,3742.83,32,Female,2025-09-17 15:09:34.925221
CUST_00003213,Châu Xuân Phạm,gpreston@example.net,001-624-374-6822,"049 Lê Dãy
JohnThị xã, 785150",JaneHuyện,USA,2025-02-18,New,925.41,56,Female,2025-09-17 15:09:34.925437
CUST_00003214,Cô Nhật Lê,courtney63@example.com,+84 24 8293571,"599 Đặng Đường
JohnHuyện, 829805",Port Thomas,Japan,2024-03-10,Regular,2017.66,60,Male,2025-09-17 15:09:34.925658
CUST_00003215,John Nguyen,allenjacob@example.com,(09)505-6200,"558 Jane Khu
JohnHuyện, 318679",Thị xã JaneThành phố,USA,2024-06-14,New,223.3,42,Male,2025-09-17 15:09:34.925980
CUST_00003216,Nhật Thị Trần,john69@example.com,04 4753 6634,"860 Phạm Tổ
JaneXã, 696273",Quận JohnThị xã,USA,2024-11-16,New,2459.36,34,Male,2025-09-17 15:09:34.926108
CUST_00003217,Heather Cannon,bryan77@example.net,(833)827-0219,"7114 Vargas Highway Suite 336
Pottsshire, AL 65154",JaneThành phố,Singapore,2024-06-19,New,2081.67,39,Other,2025-09-17 15:09:34.926619
CUST_00003218,Quý cô Nhật Dương,johnle@example.org,09 7287408,"03 Vũ Đường
Quận JanePhường, 914581",Huyện JohnThành phố,Japan,2025-03-30,VIP,3766.08,57,Male,2025-09-17 15:09:34.926759
CUST_00003219,Trọng Thế Bùi,buijane@example.org,+84-77-808 8941,"5 Phạm Số
JohnThành phố, 162256",Hernandezborough,Singapore,2024-02-02,Occasional,3171.55,63,Female,2025-09-17 15:09:34.926954
CUST_00003220,Charles Young,jane78@example.net,(07) 2926 3445,"752 Vũ Làng
JohnPhường, 243015",New Ryanport,Vietnam,2024-08-23,Occasional,3558.03,66,Female,2025-09-17 15:09:34.927248
CUST_00003221,Vân Lê,johntran@example.org,09 1919 1707,"2943 Lori Garden Apt. 270
Lake Dorothy, ME 20799",Huyện JohnThị xã,Japan,2025-06-25,Occasional,898.83,28,Female,2025-09-17 15:09:34.927483
CUST_00003222,Jenny Scott,janehoang@example.net,+84 01 0398318,"12 Jane Đường
Thành phố JohnPhường, 260443",JohnPhường,Korea,2024-01-04,VIP,4037.39,61,Other,2025-09-17 15:09:34.927705
CUST_00003223,Nhật Trần,curtis25@example.com,+1-261-467-9697x591,"19 John Đường
Huyện JohnXã, 924628",Thị xã JanePhường,Singapore,2025-06-09,Regular,3191.07,70,Other,2025-09-17 15:09:34.927883
CUST_00003224,Jason Shaffer,johnsonmichael@example.com,(610)435-5624x7599,"781 John Khu
JaneHuyện, 304009",Thành phố JaneQuận,Korea,2025-07-28,Regular,4153.56,46,Male,2025-09-17 15:09:34.928210
CUST_00003225,Sophia Warner,btrujillo@example.com,+84-80-680 6526,"388 Bùi Khu
Thị xã JohnThành phố, 466438",Aliceview,Korea,2024-02-27,Regular,695.62,45,Male,2025-09-17 15:09:34.928552
CUST_00003226,Anh Bảo Vũ,janeduong@example.com,9456657742,"7031 Bridget Haven
Janetshire, RI 92038",JohnThành phố,Vietnam,2025-07-16,Regular,2779.63,32,Female,2025-09-17 15:09:34.928783
CUST_00003227,Bảo Trần,jane49@example.com,02 3352 8020,"6 John Khu
Thành phố JaneHuyện, 133594",JaneXã,Vietnam,2023-11-18,Regular,1296.09,58,Other,2025-09-17 15:09:34.928913
CUST_00003228,Wendy Miller,christopher33@example.org,+1-254-644-1177,"443 Jenkins Drives Suite 258
Anthonyport, PA 93838",Clementsborough,Korea,2025-06-26,Occasional,1481.18,35,Female,2025-09-17 15:09:34.929404
CUST_00003229,Hà Hoàng Lê,ptran@example.com,+84-72-057646,"37 John Khu
Thành phố JaneThành phố, 533266",JohnHuyện,Korea,2023-10-02,VIP,3692.97,57,Female,2025-09-17 15:09:34.929536
CUST_00003230,Anh Thế Nguyễn,john92@example.org,4646565165,"2 Dương Tổ
JaneThành phố, 822342",Gonzalezville,Vietnam,2025-05-05,Regular,1726.68,43,Female,2025-09-17 15:09:34.929770
CUST_00003231,Vi Bùi,jane61@example.net,(251)362-5045x22274,"JaneThành phố
249 Vũ Số, 685751",JaneThị xã,Korea,2024-09-27,New,1398.92,37,Female,2025-09-17 15:09:34.929902
CUST_00003232,Christopher Garcia,johndang@example.net,+1-363-409-8256,"18657 Pacheco Tunnel
Rogersfort, DC 81609",Alexanderchester,USA,2023-12-12,Regular,4320.17,32,Female,2025-09-17 15:09:34.930318
CUST_00003233,Melissa Davis,logan45@example.org,07 9815421,"594 John Hẻm
Huyện JaneHuyện, 176591",Thành phố JohnThị xã,USA,2024-03-09,Occasional,3119.13,67,Other,2025-09-17 15:09:34.930610
CUST_00003234,Debra Sanchez,sotoashley@example.com,528-761-1192,"25047 James Shoals Apt. 244
North Joshuabury, VT 52146",Quận JohnQuận,USA,2024-11-23,Occasional,3951.0,29,Female,2025-09-17 15:09:34.931048
