order_id,customer_id,order_date,order_status,total_amount_usd,total_amount_vnd,subtotal_usd,tax_amount_usd,shipping_cost_usd,discount_amount_usd,currency,payment_status,payment_method,shipping_method,shipping_address,order_source,platform,delivery_region,customer_segment,market_focus,vietnam_specific_promotion,data_source,created_at,integrated_id,data_integration_date
VN_ORDER_000229,VN_CUST_000915,2025-08-03 19:06:24,Processing,8601.35,206432437.0,7849.89,784.99,0,33.53,USD,Paid,Credit_Card,Express,"918 Can Tho Street, Can Tho, Can Tho",Mobile_App,Shopee,South,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.868823,VN_ORDER_000229,2025-10-01T21:32:54.885802
VN_ORDER_000230,VN_CUST_003128,2024-10-13 19:06:24,Delivered,1232.0,29568013.0,1227.29,122.73,0,118.02,USD,Paid,Credit_Card,Express,"942 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Tiki,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.870655,VN_ORDER_000230,2025-10-01T21:32:54.885802
VN_ORDER_000231,VN_CUST_001182,2024-10-26 19:06:24,Delivered,1557.69,37384512.0,1416.08,141.61,0,0.0,USD,Paid,E_Wallet_MoMo,Same_Day,"230 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Tiki,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.872429,VN_ORDER_000231,2025-10-01T21:32:54.885802
VN_ORDER_000232,VN_CUST_001693,2025-07-01 19:06:24,Processing,2119.99,50879775.0,1970.52,197.05,0,47.58,USD,Paid,E_Wallet_MoMo,Standard,"238 Da Nang Street, Da Nang, Da Nang",Social_Media,Lazada,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.874604,VN_ORDER_000232,2025-10-01T21:32:54.885802
VN_ORDER_000233,VN_CUST_003278,2025-07-28 19:06:24,Processing,2873.16,68955766.0,2865.22,286.52,0,278.59,USD,Paid,Bank_Transfer,Same_Day,"473 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Sendo,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.876488,VN_ORDER_000233,2025-10-01T21:32:54.885802
VN_ORDER_000234,VN_CUST_004130,2025-06-22 19:06:24,Delivered,492.89,11829312.0,448.08,44.81,0,0.0,USD,Paid,Bank_Transfer,Standard,"2 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.877988,VN_ORDER_000234,2025-10-01T21:32:54.885802
VN_ORDER_000235,VN_CUST_004532,2025-03-30 19:06:24,Delivered,1002.23,24053568.0,911.12,91.11,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"988 Can Tho Street, Can Tho, Can Tho",Mobile_App,Sendo,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.879878,VN_ORDER_000235,2025-10-01T21:32:54.885802
VN_ORDER_000236,VN_CUST_004575,2025-05-24 19:06:24,Cancelled,3459.16,83019816.0,3144.69,314.47,0,0.0,USD,Failed,E_Wallet_MoMo,Same_Day,"367 Da Nang Street, Da Nang, Da Nang",Mobile_App,Tiki,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.881378,VN_ORDER_000236,2025-10-01T21:32:54.885802
VN_ORDER_000237,VN_CUST_002721,2025-01-23 19:06:24,Delivered,6176.41,148233888.0,5614.92,561.49,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"360 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Tiki,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.882816,VN_ORDER_000237,2025-10-01T21:32:54.885802
VN_ORDER_000238,VN_CUST_001981,2025-07-14 19:06:24,Processing,4863.61,116726544.0,4421.46,442.15,0,0.0,USD,Paid,E_Wallet_MoMo,Express,"282 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Sendo,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.885028,VN_ORDER_000238,2025-10-01T21:32:54.885802
VN_ORDER_000239,VN_CUST_004338,2025-07-31 19:06:24,Delivered,1608.0,38592048.0,1461.82,146.18,0,0.0,USD,Paid,COD,Standard,"920 Can Tho Street, Can Tho, Can Tho",Website,Tiki,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.888067,VN_ORDER_000239,2025-10-01T21:32:54.885802
VN_ORDER_000240,VN_CUST_004742,2024-11-28 19:06:24,Delivered,2231.72,53561161.0,2402.54,240.25,0,411.08,USD,Paid,Bank_Transfer,Express,"39 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.889985,VN_ORDER_000240,2025-10-01T21:32:54.885802
VN_ORDER_000241,VN_CUST_000571,2025-04-22 19:06:24,Delivered,1258.51,30204223.0,1333.16,133.32,0,207.97,USD,Paid,COD,Express,"63 Can Tho Street, Can Tho, Can Tho",Mobile_App,Shopee,South,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.892765,VN_ORDER_000241,2025-10-01T21:32:54.885802
VN_ORDER_000242,VN_CUST_004726,2024-12-24 19:06:24,Delivered,163.51,3924139.0,166.1,16.61,0,19.2,USD,Paid,Credit_Card,Standard,"452 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.894536,VN_ORDER_000242,2025-10-01T21:32:54.885802
VN_ORDER_000243,VN_CUST_003611,2025-01-31 19:06:24,Delivered,98.14,2355408.0,89.22,8.92,0,0.0,USD,Paid,COD,Same_Day,"536 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.896114,VN_ORDER_000243,2025-10-01T21:32:54.885802
VN_ORDER_000244,VN_CUST_001771,2025-09-02 19:06:24,Delivered,1229.67,29512140.0,1284.3,128.43,0,183.06,USD,Paid,Bank_Transfer,Standard,"345 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.898008,VN_ORDER_000244,2025-10-01T21:32:54.885802
VN_ORDER_000245,VN_CUST_003462,2025-05-21 19:06:24,Processing,357.21,8573136.0,324.74,32.47,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"48 Hai Phong Street, Hai Phong, Hai Phong",Website,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.898867,VN_ORDER_000245,2025-10-01T21:32:54.885802
VN_ORDER_000246,VN_CUST_000699,2025-06-14 19:06:24,Delivered,1515.86,36380630.0,1448.41,144.84,0,77.39,USD,Paid,Credit_Card,Express,"920 Da Nang Street, Da Nang, Da Nang",Social_Media,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.900138,VN_ORDER_000246,2025-10-01T21:32:54.885802
VN_ORDER_000247,VN_CUST_004289,2024-10-18 19:06:24,Delivered,2499.89,59997432.0,2272.63,227.26,0,0.0,USD,Paid,E_Wallet_MoMo,Express,"939 Hanoi Street, Hanoi, Hanoi",Website,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.901630,VN_ORDER_000247,2025-10-01T21:32:54.885802
VN_ORDER_000248,VN_CUST_001355,2025-09-23 19:06:24,Delivered,5494.51,131868264.0,4995.01,499.5,0,0.0,USD,Paid,E_Wallet_MoMo,Standard,"136 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.902713,VN_ORDER_000248,2025-10-01T21:32:54.885802
VN_ORDER_000249,VN_CUST_001924,2025-06-27 19:06:24,Shipped,363.2,8716819.0,370.54,37.05,0,44.39,USD,Paid,Credit_Card,Standard,"47 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Tiki,South,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.904064,VN_ORDER_000249,2025-10-01T21:32:54.885802
VN_ORDER_000250,VN_CUST_003965,2025-04-09 19:06:24,Cancelled,333.99,8015641.0,324.74,32.47,0,23.23,USD,Failed,Bank_Transfer,Express,"821 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,High_Value,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.905057,VN_ORDER_000250,2025-10-01T21:32:54.885802
VN_ORDER_000251,VN_CUST_003860,2025-03-21 19:06:24,Processing,1925.29,46206864.0,1750.26,175.03,0,0.0,USD,Paid,Bank_Transfer,Standard,"396 Hanoi Street, Hanoi, Hanoi",Social_Media,Shopee,North,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.906110,VN_ORDER_000251,2025-10-01T21:32:54.885802
VN_ORDER_000252,VN_CUST_004207,2025-01-15 19:06:24,Cancelled,2410.94,57862464.0,2191.76,219.18,0,0.0,USD,Failed,Bank_Transfer,Standard,"881 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.907964,VN_ORDER_000252,2025-10-01T21:32:54.885802
VN_ORDER_000253,VN_CUST_001498,2024-11-30 19:06:24,Delivered,2514.18,60340368.0,2285.62,228.56,0,0.0,USD,Paid,COD,Same_Day,"921 Can Tho Street, Can Tho, Can Tho",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.909666,VN_ORDER_000253,2025-10-01T21:32:54.885802
VN_ORDER_000254,VN_CUST_004325,2025-01-10 19:06:24,Delivered,2539.33,60943872.0,2308.48,230.85,0,0.0,USD,Paid,Credit_Card,Same_Day,"917 Can Tho Street, Can Tho, Can Tho",Website,Shopee,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.910969,VN_ORDER_000254,2025-10-01T21:32:54.885802
VN_ORDER_000255,VN_CUST_003690,2025-07-10 19:06:24,Delivered,681.52,16356384.0,619.56,61.96,0,0.0,USD,Paid,COD,Same_Day,"606 Hanoi Street, Hanoi, Hanoi",Website,Shopee,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.912721,VN_ORDER_000255,2025-10-01T21:32:54.885802
VN_ORDER_000256,VN_CUST_000398,2025-09-05 19:06:24,Shipped,395.02,9480504.0,359.11,35.91,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"682 Hanoi Street, Hanoi, Hanoi",Website,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.914604,VN_ORDER_000256,2025-10-01T21:32:54.885802
VN_ORDER_000257,VN_CUST_000435,2025-02-13 19:06:24,Delivered,507.65,12183600.0,461.5,46.15,0,0.0,USD,Paid,Bank_Transfer,Standard,"923 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Tiki,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.915814,VN_ORDER_000257,2025-10-01T21:32:54.885802
VN_ORDER_000258,VN_CUST_003560,2025-07-05 19:06:24,Delivered,152.44,3658512.0,138.58,13.86,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"371 Can Tho Street, Can Tho, Can Tho",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.917014,VN_ORDER_000258,2025-10-01T21:32:54.885802
VN_ORDER_000259,VN_CUST_000709,2024-11-08 19:06:24,Shipped,1709.98,41039580.0,1833.75,183.38,0,307.14,USD,Paid,COD,Same_Day,"178 Da Nang Street, Da Nang, Da Nang",Website,Shopee,Central,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.919418,VN_ORDER_000259,2025-10-01T21:32:54.885802
VN_ORDER_000260,VN_CUST_003233,2025-09-06 19:06:24,Delivered,4588.47,110123376.0,4171.34,417.13,0,0.0,USD,Paid,E_Wallet_MoMo,Same_Day,"290 Da Nang Street, Da Nang, Da Nang",Social_Media,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.921478,VN_ORDER_000260,2025-10-01T21:32:54.885802
VN_ORDER_000261,VN_CUST_000700,2024-12-10 19:06:24,Delivered,3039.49,72947642.0,3101.38,310.14,0,372.03,USD,Paid,Bank_Transfer,Standard,"695 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Shopee,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.922882,VN_ORDER_000261,2025-10-01T21:32:54.885802
VN_ORDER_000262,VN_CUST_004880,2024-10-08 19:06:24,Delivered,1439.43,34546248.0,1308.57,130.86,0,0.0,USD,Paid,Credit_Card,Express,"269 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.924278,VN_ORDER_000262,2025-10-01T21:32:54.885802
VN_ORDER_000263,VN_CUST_002559,2025-05-11 19:06:24,Cancelled,4625.59,111014112.0,4205.08,420.51,0,0.0,USD,Failed,Bank_Transfer,Standard,"762 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.925755,VN_ORDER_000263,2025-10-01T21:32:54.885802
VN_ORDER_000264,VN_CUST_000051,2024-10-19 19:06:24,Delivered,757.12,18170903.0,692.6,69.26,0,4.74,USD,Paid,COD,Same_Day,"571 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.926923,VN_ORDER_000264,2025-10-01T21:32:54.885802
VN_ORDER_000265,VN_CUST_003169,2025-04-17 19:06:24,Delivered,1267.77,30426528.0,1152.52,115.25,0,0.0,USD,Paid,E_Wallet_MoMo,Express,"228 Da Nang Street, Da Nang, Da Nang",Social_Media,Tiki,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.928220,VN_ORDER_000265,2025-10-01T21:32:54.885802
VN_ORDER_000266,VN_CUST_000780,2025-06-01 19:06:24,Delivered,188.07,4513608.0,170.97,17.1,0,0.0,USD,Paid,Bank_Transfer,Same_Day,"912 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Sendo,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.931448,VN_ORDER_000266,2025-10-01T21:32:54.885802
VN_ORDER_000267,VN_CUST_002796,2024-10-01 19:06:24,Delivered,2337.99,56111749.0,2498.32,249.83,0,410.16,USD,Paid,Bank_Transfer,Standard,"297 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.933704,VN_ORDER_000267,2025-10-01T21:32:54.885802
VN_ORDER_000268,VN_CUST_003737,2025-04-03 19:06:24,Delivered,3821.1,91706472.0,3473.73,347.37,0,0.0,USD,Paid,COD,Same_Day,"311 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.934759,VN_ORDER_000268,2025-10-01T21:32:54.885802
VN_ORDER_000269,VN_CUST_001846,2025-08-12 19:06:24,Delivered,313.19,7516644.0,316.83,31.68,0,35.32,USD,Paid,E_Wallet_ZaloPay,Standard,"91 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Shopee,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.935705,VN_ORDER_000269,2025-10-01T21:32:54.885802
VN_ORDER_000270,VN_CUST_003262,2024-12-15 19:06:24,Delivered,996.17,23908019.0,1063.14,106.31,0,173.29,USD,Paid,E_Wallet_MoMo,Express,"659 Hai Phong Street, Hai Phong, Hai Phong",Website,Shopee,North,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.936618,VN_ORDER_000270,2025-10-01T21:32:54.885802
VN_ORDER_000271,VN_CUST_001435,2024-11-17 19:06:24,Delivered,287.45,6898848.0,261.32,26.13,0,0.0,USD,Paid,COD,Express,"506 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Mobile_App,Tiki,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.937939,VN_ORDER_000271,2025-10-01T21:32:54.885802
VN_ORDER_000272,VN_CUST_000400,2025-02-13 19:06:24,Delivered,1515.54,36372864.0,1377.76,137.78,0,0.0,USD,Paid,Bank_Transfer,Standard,"196 Hanoi Street, Hanoi, Hanoi",Social_Media,Tiki,North,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.938701,VN_ORDER_000272,2025-10-01T21:32:54.885802
VN_ORDER_000273,VN_CUST_003709,2025-05-18 19:06:24,Delivered,1863.46,44722999.0,2058.52,205.85,0,400.91,USD,Paid,E_Wallet_MoMo,Standard,"505 Da Nang Street, Da Nang, Da Nang",Mobile_App,Lazada,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.940071,VN_ORDER_000273,2025-10-01T21:32:54.885802
VN_ORDER_000274,VN_CUST_002170,2025-06-28 19:06:24,Processing,499.38,11985072.0,453.98,45.4,0,0.0,USD,Paid,E_Wallet_MoMo,Express,"834 Da Nang Street, Da Nang, Da Nang",Mobile_App,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.941672,VN_ORDER_000274,2025-10-01T21:32:54.885802
VN_ORDER_000275,VN_CUST_000454,2024-10-30 19:06:24,Processing,603.58,14485982.0,560.0,56.0,0,12.42,USD,Paid,E_Wallet_MoMo,Same_Day,"43 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Lazada,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.943290,VN_ORDER_000275,2025-10-01T21:32:54.885802
VN_ORDER_000276,VN_CUST_001229,2025-07-06 19:06:24,Delivered,775.28,18606720.0,704.8,70.48,0,0.0,USD,Paid,Bank_Transfer,Standard,"123 Hanoi Street, Hanoi, Hanoi",Social_Media,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.944771,VN_ORDER_000276,2025-10-01T21:32:54.885802
VN_ORDER_000277,VN_CUST_004636,2025-01-10 19:06:24,Delivered,1943.59,46646160.0,1766.9,176.69,0,0.0,USD,Paid,COD,Standard,"66 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.948301,VN_ORDER_000277,2025-10-01T21:32:54.885802
VN_ORDER_000278,VN_CUST_002237,2024-10-12 19:06:24,Delivered,480.98,11543400.0,437.25,43.73,0,0.0,USD,Paid,COD,Same_Day,"923 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.949645,VN_ORDER_000278,2025-10-01T21:32:54.885802
VN_ORDER_000279,VN_CUST_003607,2025-05-13 19:06:24,Delivered,651.31,15631440.0,592.1,59.21,0,0.0,USD,Paid,COD,Same_Day,"997 Da Nang Street, Da Nang, Da Nang",Mobile_App,Tiki,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.951104,VN_ORDER_000279,2025-10-01T21:32:54.885802
VN_ORDER_000280,VN_CUST_004139,2025-02-03 19:06:24,Delivered,3312.79,79506860.0,3301.18,330.12,0,318.51,USD,Paid,Credit_Card,Standard,"198 Can Tho Street, Can Tho, Can Tho",Mobile_App,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.952304,VN_ORDER_000280,2025-10-01T21:32:54.885802
VN_ORDER_000281,VN_CUST_001747,2025-01-02 19:06:24,Delivered,1181.4,28353600.0,1074.0,107.4,0,0.0,USD,Paid,COD,Standard,"925 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Tiki,South,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.954395,VN_ORDER_000281,2025-10-01T21:32:54.885802
VN_ORDER_000282,VN_CUST_004557,2025-03-03 19:06:24,Delivered,4678.53,112284744.0,4253.21,425.32,0,0.0,USD,Paid,COD,Express,"20 Hai Phong Street, Hai Phong, Hai Phong",Website,Tiki,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.957282,VN_ORDER_000282,2025-10-01T21:32:54.885802
VN_ORDER_000283,VN_CUST_003744,2025-05-26 19:06:24,Delivered,160.54,3853031.0,163.46,16.35,0,19.26,USD,Paid,Credit_Card,Standard,"698 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Lazada,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.960736,VN_ORDER_000283,2025-10-01T21:32:54.885802
VN_ORDER_000284,VN_CUST_000063,2025-07-29 19:06:24,Delivered,562.51,13500214.0,553.44,55.34,0,46.28,USD,Paid,Bank_Transfer,Same_Day,"728 Da Nang Street, Da Nang, Da Nang",Mobile_App,Shopee,Central,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.962088,VN_ORDER_000284,2025-10-01T21:32:54.885802
VN_ORDER_000285,VN_CUST_001733,2025-01-29 19:06:24,Delivered,3269.18,78460272.0,2971.98,297.2,0,0.0,USD,Paid,Bank_Transfer,Express,"271 Da Nang Street, Da Nang, Da Nang",Social_Media,Shopee,Central,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.963588,VN_ORDER_000285,2025-10-01T21:32:54.885802
VN_ORDER_000286,VN_CUST_000085,2025-09-28 19:06:24,Delivered,565.25,13565904.0,513.86,51.39,0,0.0,USD,Paid,COD,Express,"499 Can Tho Street, Can Tho, Can Tho",Mobile_App,Shopee,South,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.965547,VN_ORDER_000286,2025-10-01T21:32:54.885802
VN_ORDER_000287,VN_CUST_004147,2025-02-13 19:06:24,Delivered,608.78,14610816.0,553.44,55.34,0,0.0,USD,Paid,COD,Express,"204 Hanoi Street, Hanoi, Hanoi",Website,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.967643,VN_ORDER_000287,2025-10-01T21:32:54.885802
VN_ORDER_000288,VN_CUST_004463,2025-05-30 19:06:24,Delivered,796.66,19119936.0,724.24,72.42,0,0.0,USD,Paid,COD,Express,"915 Hai Phong Street, Hai Phong, Hai Phong",Mobile_App,Sendo,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.969800,VN_ORDER_000288,2025-10-01T21:32:54.885802
VN_ORDER_000289,VN_CUST_002165,2025-08-26 19:06:24,Delivered,1941.53,46596805.0,1894.01,189.4,0,141.88,USD,Paid,Bank_Transfer,Express,"888 Da Nang Street, Da Nang, Da Nang",Website,Sendo,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.974144,VN_ORDER_000289,2025-10-01T21:32:54.885802
VN_ORDER_000290,VN_CUST_004637,2024-12-23 19:06:24,Delivered,525.47,12611280.0,477.7,47.77,0,0.0,USD,Paid,E_Wallet_ZaloPay,Same_Day,"428 Da Nang Street, Da Nang, Da Nang",Website,Tiki,Central,High_Value,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.976215,VN_ORDER_000290,2025-10-01T21:32:54.885802
VN_ORDER_000291,VN_CUST_002380,2025-07-01 19:06:24,Delivered,3413.18,81916252.0,3411.56,341.16,0,339.54,USD,Paid,E_Wallet_MoMo,Express,"463 Da Nang Street, Da Nang, Da Nang",Social_Media,Lazada,Central,Premium,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.978271,VN_ORDER_000291,2025-10-01T21:32:54.885802
VN_ORDER_000292,VN_CUST_000338,2025-09-22 19:06:24,Delivered,3099.52,74388413.0,2886.39,288.64,0,75.51,USD,Paid,E_Wallet_ZaloPay,Same_Day,"251 Hai Phong Street, Hai Phong, Hai Phong",Website,Tiki,North,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.980925,VN_ORDER_000292,2025-10-01T21:32:54.885802
VN_ORDER_000293,VN_CUST_003123,2025-08-23 19:06:24,Delivered,1769.53,42468624.0,1608.66,160.87,0,0.0,USD,Paid,Bank_Transfer,Standard,"17 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.982373,VN_ORDER_000293,2025-10-01T21:32:54.885802
VN_ORDER_000294,VN_CUST_000472,2025-03-12 19:06:24,Processing,1600.93,38422340.0,1683.16,168.32,0,250.55,USD,Paid,E_Wallet_MoMo,Standard,"332 Hai Phong Street, Hai Phong, Hai Phong",Website,Shopee,North,High_Value,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.984212,VN_ORDER_000294,2025-10-01T21:32:54.885802
VN_ORDER_000295,VN_CUST_004352,2025-01-31 19:06:24,Delivered,874.16,20979949.0,863.62,86.36,0,75.82,USD,Paid,Credit_Card,Same_Day,"516 Hanoi Street, Hanoi, Hanoi",Mobile_App,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.985902,VN_ORDER_000295,2025-10-01T21:32:54.885802
VN_ORDER_000296,VN_CUST_000923,2025-01-25 19:06:24,Delivered,2131.63,51159240.0,1937.85,193.78,0,0.0,USD,Paid,Credit_Card,Standard,"735 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Website,Lazada,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.987709,VN_ORDER_000296,2025-10-01T21:32:54.885802
VN_ORDER_000297,VN_CUST_000744,2025-01-05 19:06:24,Delivered,1054.82,25315752.0,958.93,95.89,0,0.0,USD,Paid,E_Wallet_MoMo,Standard,"844 Hanoi Street, Hanoi, Hanoi",Social_Media,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.990379,VN_ORDER_000297,2025-10-01T21:32:54.885802
VN_ORDER_000298,VN_CUST_003272,2025-03-23 19:06:24,Delivered,1033.09,24794088.0,939.17,93.92,0,0.0,USD,Paid,COD,Same_Day,"175 Ho Chi Minh City Street, Ho Chi Minh City, Ho Chi Minh",Social_Media,Shopee,South,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.991873,VN_ORDER_000298,2025-10-01T21:32:54.885802
VN_ORDER_000299,VN_CUST_004651,2024-10-24 19:06:24,Delivered,1130.25,27126000.0,1027.5,102.75,0,0.0,USD,Paid,E_Wallet_ZaloPay,Express,"317 Hai Phong Street, Hai Phong, Hai Phong",Social_Media,Shopee,North,Regular,Vietnam,0,Vietnam_Order_Patterns,2025-10-01T19:06:24.993621,VN_ORDER_000299,2025-10-01T21:32:54.885802
VN_ORDER_000300,VN_CUST_004773,2025-03-28 19:06:24,Processing,1222.84,29348199.0,1307.06,130.71,0,214.92,USD,Paid,COD,Standard,"143 Hanoi Street, Hanoi, Hanoi",Website,Lazada,North,Regular,Vietnam,1,Vietnam_Order_Patterns,2025-10-01T19:06:24.995614,VN_ORDER_000300,2025-10-01T21:32:54.885802
